Constructing the dataset...
Vocabulary size: 2196018
Number of question: 369861
Dataset Music_lyrics_combined loaded
Building model...
Loading pretrained word vectors from /home/laishaw/CGM_project/data/glove_840B.pt
Initializing Dynamic LSTM...
Freezing resnet50 ...
Getting optimizer
* Number of parameters: 35419815
Training model....
No of train batches:  5780
----------------------------------------------
Epoch     0; iter    100; loss:    39.59; accuracy:    24.14;    331s elapsed
Epoch     0; iter    200; loss:     6.34; accuracy:    31.05;    330s elapsed
Epoch     0; iter    300; loss:     5.96; accuracy:    32.76;    321s elapsed
Epoch     0; iter    400; loss:     5.96; accuracy:    30.72;    321s elapsed
Epoch     0; iter    500; loss:     5.89; accuracy:    31.65;    322s elapsed
Epoch     0; iter    600; loss:     5.76; accuracy:    33.10;    322s elapsed
Epoch     0; iter    700; loss:     5.63; accuracy:    34.20;    322s elapsed
Epoch     0; iter    800; loss:     5.58; accuracy:    33.48;    322s elapsed
Epoch     0; iter    900; loss:     5.57; accuracy:    34.02;    322s elapsed
Epoch     0; iter   1000; loss:     5.46; accuracy:    34.84;    322s elapsed
Epoch     0; iter   1100; loss:     5.22; accuracy:    36.38;    322s elapsed
Epoch     0; iter   1200; loss:     5.20; accuracy:    36.22;    323s elapsed
Epoch     0; iter   1300; loss:     5.09; accuracy:    36.46;    322s elapsed
Epoch     0; iter   1400; loss:     5.06; accuracy:    37.02;    323s elapsed
Epoch     0; iter   1500; loss:     4.95; accuracy:    38.24;    323s elapsed
Epoch     0; iter   1600; loss:     4.98; accuracy:    37.21;    318s elapsed
Epoch     0; iter   1700; loss:     4.87; accuracy:    38.43;    318s elapsed
Epoch     0; iter   1800; loss:     4.82; accuracy:    39.11;    318s elapsed
Epoch     0; iter   1900; loss:     4.65; accuracy:    40.27;    319s elapsed
Epoch     0; iter   2000; loss:     4.71; accuracy:    39.98;    319s elapsed
Epoch     0; iter   2100; loss:     4.68; accuracy:    40.14;    319s elapsed
Epoch     0; iter   2200; loss:     4.75; accuracy:    40.61;    319s elapsed
Epoch     0; iter   2300; loss:     4.53; accuracy:    41.70;    319s elapsed
Epoch     0; iter   2400; loss:     4.60; accuracy:    41.33;    319s elapsed
Epoch     0; iter   2500; loss:     4.52; accuracy:    41.40;    319s elapsed
Epoch     0; iter   2600; loss:     4.51; accuracy:    40.82;    320s elapsed
Epoch     0; iter   2700; loss:     4.42; accuracy:    42.47;    320s elapsed
Epoch     0; iter   2800; loss:     4.49; accuracy:    41.50;    320s elapsed
Epoch     0; iter   2900; loss:     4.47; accuracy:    42.50;    320s elapsed
Epoch     0; iter   3000; loss:     4.41; accuracy:    41.89;    321s elapsed
Epoch     0; iter   3100; loss:     4.43; accuracy:    42.19;    320s elapsed
Epoch     0; iter   3200; loss:     4.29; accuracy:    43.75;    378s elapsed
Epoch     0; iter   3300; loss:     4.33; accuracy:    42.52;    340s elapsed
Epoch     0; iter   3400; loss:     4.27; accuracy:    42.55;    325s elapsed
Epoch     0; iter   3500; loss:     4.23; accuracy:    43.61;    304s elapsed
Epoch     0; iter   3600; loss:     4.25; accuracy:    44.87;    305s elapsed
Epoch     0; iter   3700; loss:     4.19; accuracy:    43.86;    307s elapsed
Epoch     0; iter   3800; loss:     4.24; accuracy:    44.67;    302s elapsed
Epoch     0; iter   3900; loss:     4.25; accuracy:    44.26;    303s elapsed
Epoch     0; iter   4000; loss:     4.17; accuracy:    44.18;    302s elapsed
Epoch     0; iter   4100; loss:     4.19; accuracy:    43.90;    303s elapsed
Epoch     0; iter   4200; loss:     4.23; accuracy:    44.31;    302s elapsed
Epoch     0; iter   4300; loss:     4.23; accuracy:    43.91;    303s elapsed
Epoch     0; iter   4400; loss:     4.19; accuracy:    44.02;    302s elapsed
Epoch     0; iter   4500; loss:     4.16; accuracy:    45.14;    302s elapsed
Epoch     0; iter   4600; loss:     4.10; accuracy:    45.10;    302s elapsed
Epoch     0; iter   4700; loss:     4.12; accuracy:    44.42;    302s elapsed
Epoch     0; iter   4800; loss:     4.09; accuracy:    44.77;    302s elapsed
Epoch     0; iter   4900; loss:     4.13; accuracy:    46.23;    302s elapsed
